"PRODUCT","NOUSCD","NUM","MIN","MAX"
"B-26Jカイ","999-9999",70,0.20,0.60
"B-26Jカイ","999-9999",80,4.70,6.70
"B-26Jカイ","999-9999",90,16.00,19.00
"B-26Jカイ","999-9999",100,32.50,35.50
"B-26Jカイ","999-9999",110,28.20,32.20
"B-26Jカイ","999-9999",120,9.30,12.30
"B-26Jカイ","999-9999",130,1.20,2.20
"B-26Jカイ","999-9999",140,0.10,0.40
"B-26Jカイ","999-9999",150,0.00,0.10
"B-26Jカイ","999-9999",160,0.00,0.00
"B-26L","999-9999",10,2.60,0.00
"B-26L","999-9999",20,60.40,65.60
"B-26L","999-9999",30,0.30,5.00
"B-26L","999-9999",40,96.00,99.00
"B-26L","999-9999",50,0.00,0.00
"B-26L","999-9999",60,0.00,0.00
"B-26L","999-9999",70,0.10,0.40
"B-26L","999-9999",80,2.50,5.50
"B-26L","999-9999",90,13.50,16.50
"B-26L","999-9999",100,27.00,31.00
"B-26L","999-9999",110,32.00,37.00
"B-26L","999-9999",120,12.00,15.00
"B-26L","999-9999",130,2.00,4.00
"B-26L","999-9999",140,0.20,0.80
"B-26L","999-9999",150,0.10,0.20
"B-26L","999-9999",160,0.00,0.00
"B-28C","999-9999",10,2.80,0.00
"B-28C","999-9999",20,65.00,75.00
"B-28C","999-9999",30,0.30,5.00
"B-28C","999-9999",40,105.00,108.00
"B-28C","999-9999",50,0.00,0.00
"B-28C","999-9999",60,0.00,0.00
"B-28C","999-9999",70,0.20,0.60
"B-28C","999-9999",80,5.00,7.00
"B-28C","999-9999",90,18.00,21.00
"B-28C","999-9999",100,32.20,35.20
"B-28C","999-9999",110,27.50,30.50
"B-28C","999-9999",120,7.50,10.50
"B-28C","999-9999",130,1.00,2.00
"B-28C","999-9999",140,0.20,0.40
"B-28C","999-9999",150,0.00,0.10
"B-28C","999-9999",160,0.00,0.00
"B-28CP","999-9999",10,2.80,0.00
"B-28CP","999-9999",20,60.00,70.00
"B-28CP","999-9999",30,0.20,3.00
"B-28CP","999-9999",40,95.00,101.00
"B-28CP","999-9999",50,0.00,0.00
"B-28CP","999-9999",60,0.00,0.00
"B-28CP","999-9999",70,0.20,0.60
"B-28CP","999-9999",80,4.70,6.70
"B-28CP","999-9999",90,16.00,19.00
"B-28CP","999-9999",100,32.50,35.50
"B-28CP","999-9999",110,28.20,32.20
"B-28CP","999-9999",120,9.30,12.30
"B-28CP","999-9999",130,1.20,2.20
"B-28CP","999-9999",140,0.10,0.40
"B-28CP","999-9999",150,0.00,0.10
"B-28CP","999-9999",160,0.00,0.00
"B-28DHR","999-9999",10,2.80,0.00
"B-28DHR","999-9999",20,70.00,73.00
"B-28DHR","999-9999",30,0.30,5.00
"B-28DHR","999-9999",40,99.00,101.00
"B-28DHR","999-9999",50,0.00,0.00
"B-28DHR","999-9999",60,0.00,0.00
"B-28DHR","999-9999",70,0.20,0.60
"B-28DHR","999-9999",80,4.70,6.70
"B-28DHR","999-9999",90,16.00,19.00
"B-28DHR","999-9999",100,32.50,35.50
"B-28DHR","999-9999",110,28.20,32.20
"B-28DHR","999-9999",120,9.30,12.30
"B-28DHR","999-9999",130,1.20,2.20
"B-28DHR","999-9999",140,0.10,0.40
"B-28DHR","999-9999",150,0.00,0.10
"B-28DHR","999-9999",160,0.00,0.00
"B-28P","999-9999",10,2.80,0.00
"B-28P","999-9999",20,60.40,65.60
"B-28P","999-9999",30,0.30,5.00
"B-28P","999-9999",40,99.00,102.00
"B-28P","999-9999",50,0.00,0.00
"B-28P","999-9999",60,0.00,0.00
"B-28P","999-9999",70,0.20,0.60
"B-28P","999-9999",80,4.70,6.70
"B-28P","999-9999",90,16.00,19.00
"B-28P","999-9999",100,32.50,35.50
"B-28P","999-9999",110,28.20,32.20
"B-28P","999-9999",120,9.30,12.30
"B-28P","999-9999",130,1.20,2.20
"B-28P","999-9999",140,0.20,0.40
"B-28P","999-9999",150,0.00,0.10
"B-28P","999-9999",160,0.00,0.00
"B-29AW","999-9999",10,2.90,0.00
"B-29AW","999-9999",20,63.00,73.00
"B-29AW","999-9999",30,0.30,5.00
"B-29AW","999-9999",40,102.00,110.00
"B-29AW","999-9999",50,0.00,0.00
"B-29AW","999-9999",60,0.00,0.00
"B-29AW","999-9999",70,0.10,0.40
"B-29AW","999-9999",80,2.50,5.50
"B-29AW","999-9999",90,15.00,18.00
"B-29AW","999-9999",100,30.00,33.50
"B-29AW","999-9999",110,33.00,37.00
"B-29AW","999-9999",120,10.00,13.00
"B-29AW","999-9999",130,2.00,4.00
"B-29AW","999-9999",140,0.10,0.30
"B-29AW","999-9999",150,0.00,0.20
"B-29AW","999-9999",160,59.00,67.00
"B-30","999-9999",10,3.00,0.00
"B-30","999-9999",20,61.40,66.60
"B-30","999-9999",30,0.30,5.00
"B-30","999-9999",40,99.00,102.00
"B-30","999-9999",50,0.00,0.00
"B-30","999-9999",60,0.00,0.00
"B-30","999-9999",70,0.20,0.60
"B-30","999-9999",80,4.70,6.70
"B-30","999-9999",90,16.00,19.00
"B-30","999-9999",100,32.50,35.50
"B-30","999-9999",110,28.20,32.20
"B-30","999-9999",120,9.30,12.30
"B-30","999-9999",130,1.20,2.20
"B-30","999-9999",140,0.10,0.40
"B-30","999-9999",150,0.00,0.10
"B-30","999-9999",160,0.00,0.00
"B-30B","999-9999",10,3.00,0.00
"B-30B","999-9999",20,56.00,64.00
"B-30B","999-9999",30,0.50,3.00
"B-30B","999-9999",40,100.00,103.00
"B-30B","999-9999",50,0.00,0.00
"B-30B","999-9999",60,0.00,0.00
"B-30B","999-9999",70,0.20,0.60
"B-30B","999-9999",80,4.70,6.70
"B-30B","999-9999",90,16.00,19.00
"B-30B","999-9999",100,32.50,35.50
"B-30B","999-9999",110,28.20,32.20
"B-30B","999-9999",120,9.30,12.30
"B-30B","999-9999",130,1.20,2.20
"B-30B","999-9999",140,0.20,0.40
"B-30B","999-9999",150,0.00,0.10
"B-30B","999-9999",160,0.00,0.00
"B-30CJR","999-9999",10,3.00,0.00
"B-30CJR","999-9999",20,70.00,79.00
"B-30CJR","999-9999",30,0.20,3.00
"B-30CJR","999-9999",40,94.00,100.00
"B-30CJR","999-9999",50,0.00,0.00
"B-30CJR","999-9999",60,0.00,0.20
"B-30CJR","999-9999",70,0.20,0.60
"B-30CJR","999-9999",80,4.70,6.70
"B-30CJR","999-9999",90,16.00,19.00
"B-30CJR","999-9999",100,32.50,35.50
"B-30CJR","999-9999",110,28.20,32.20
"B-30CJR","999-9999",120,9.30,12.30
"B-30CJR","999-9999",130,0.80,2.20
"B-30CJR","999-9999",140,0.20,0.40
"B-30CJR","999-9999",150,0.00,0.10
"B-30CJR","999-9999",160,55.00,65.00
"B-30D","999-9999",10,3.00,0.00
"B-30D","999-9999",20,72.00,84.00
"B-30D","999-9999",30,0.80,6.00
"B-30D","999-9999",40,94.00,100.00
"B-30D","999-9999",50,0.00,0.00
"B-30D","999-9999",60,0.00,0.20
"B-30D","999-9999",70,0.20,0.80
"B-30D","999-9999",80,1.50,3.50
"B-30D","999-9999",90,13.50,22.50
"B-30D","999-9999",100,32.50,38.50
"B-30D","999-9999",110,27.50,35.00
"B-30D","999-9999",120,7.50,13.00
"B-30D","999-9999",130,0.80,4.00
"B-30D","999-9999",140,0.10,0.50
"B-30D","999-9999",150,0.00,0.10
"B-30D","999-9999",160,58.00,68.00
"B-30DHR","999-9999",10,3.00,0.00
"B-30DHR","999-9999",20,70.00,73.00
"B-30DHR","999-9999",30,0.30,5.00
"B-30DHR","999-9999",40,97.00,100.00
"B-30DHR","999-9999",50,0.00,0.00
"B-30DHR","999-9999",60,0.00,0.00
"B-30DHR","999-9999",70,0.20,0.60
"B-30DHR","999-9999",80,4.70,6.70
"B-30DHR","999-9999",90,16.00,19.00
"B-30DHR","999-9999",100,32.50,35.50
"B-30DHR","999-9999",110,28.20,32.20
"B-30DHR","999-9999",120,9.30,12.30
"B-30DHR","999-9999",130,1.20,2.20
"B-30DHR","999-9999",140,0.20,0.40
"B-30DHR","999-9999",150,0.00,0.10
"B-30DHR","999-9999",160,0.00,0.00
"B-30DR","999-9999",10,3.00,0.00
"B-30DR","999-9999",20,71.50,78.00
"B-30DR","999-9999",30,0.30,3.00
"B-30DR","999-9999",40,95.00,100.00
"B-30DR","999-9999",50,0.00,0.00
"B-30DR","999-9999",60,0.00,0.00
"B-30DR","999-9999",70,0.20,0.60
"B-30DR","999-9999",80,4.70,6.70
"B-30DR","999-9999",90,16.00,19.00
"B-30DR","999-9999",100,32.50,35.50
"B-30DR","999-9999",110,28.20,32.20
"B-30DR","999-9999",120,9.30,12.30
"B-30DR","999-9999",130,1.20,2.20
"B-30DR","999-9999",140,0.20,0.40
"B-30DR","999-9999",150,0.00,0.10
"B-30DR","999-9999",160,57.00,65.00
"B-30H","999-9999",10,3.00,0.00
"B-30H","999-9999",20,61.40,66.60
"B-30H","999-9999",30,0.30,5.00
"B-30H","999-9999",40,99.00,102.00
"B-30H","999-9999",50,0.00,0.00
"B-30H","999-9999",60,0.00,0.00
"B-30H","999-9999",70,0.20,0.60
"B-30H","999-9999",80,4.70,6.70
"B-30H","999-9999",90,16.00,19.00
"B-30H","999-9999",100,32.50,35.50
"B-30H","999-9999",110,28.20,32.20
"B-30H","999-9999",120,9.30,12.30
"B-30H","999-9999",130,1.20,2.20
"B-30H","999-9999",140,0.10,0.40
"B-30H","999-9999",150,0.00,0.10
"B-30H","999-9999",160,0.00,0.00
"B-30HR","999-9999",10,3.00,0.00
"B-30HR","999-9999",20,61.40,66.60
"B-30HR","999-9999",30,0.30,5.00
"B-30HR","999-9999",40,99.00,102.00
"B-30HR","999-9999",50,0.00,0.00
"B-30HR","999-9999",60,0.00,0.00
"B-30HR","999-9999",70,0.20,0.60
"B-30HR","999-9999",80,4.70,6.70
"B-30HR","999-9999",90,16.00,19.00
"B-30HR","999-9999",100,32.50,35.50
"B-30HR","999-9999",110,28.20,32.20
"B-30HR","999-9999",120,9.30,12.30
"B-30HR","999-9999",130,1.20,2.20
"B-30HR","999-9999",140,0.20,0.40
"B-30HR","999-9999",150,0.00,0.10
"B-30HR","999-9999",160,0.00,0.00
"B-30KR","999-9999",10,3.00,0.00
"B-30KR","999-9999",20,61.40,66.60
"B-30KR","999-9999",30,0.30,5.00
"B-30KR","999-9999",40,99.00,102.00
"B-30KR","999-9999",50,0.00,0.00
"B-30KR","999-9999",60,0.00,0.00
"B-30KR","999-9999",70,0.20,0.60
"B-30KR","999-9999",80,4.70,6.70
"B-30KR","999-9999",90,16.00,19.00
"B-30KR","999-9999",100,32.50,35.50
"B-30KR","999-9999",110,28.20,32.20
"B-30KR","999-9999",120,9.30,12.30
"B-30KR","999-9999",130,1.20,2.20
"B-30KR","999-9999",140,0.20,0.40
"B-30KR","999-9999",150,0.00,0.10
"B-30KR","999-9999",160,0.00,0.00
"B-30PR","999-9999",10,3.00,0.00
"B-30PR","999-9999",20,60.40,65.60
"B-30PR","999-9999",30,0.30,5.00
"B-30PR","999-9999",40,99.00,102.00
"B-30PR","999-9999",50,0.00,0.00
"B-30PR","999-9999",60,0.00,0.00
"B-30PR","999-9999",70,0.20,0.60
"B-30PR","999-9999",80,4.70,6.70
"B-30PR","999-9999",90,16.00,19.00
"B-30PR","999-9999",100,32.50,35.50
"B-30PR","999-9999",110,28.20,32.20
"B-30PR","999-9999",120,9.30,12.30
"B-30PR","999-9999",130,1.20,2.20
"B-30PR","999-9999",140,0.20,0.40
"B-30PR","999-9999",150,0.00,0.10
"B-30PR","999-9999",160,0.00,0.00
"B-30R","999-9999",10,3.00,0.00
"B-30R","999-9999",20,61.40,66.60
"B-30R","999-9999",30,0.30,5.00
"B-30R","999-9999",40,99.00,102.00
"B-30R","999-9999",50,0.00,0.00
"B-30R","999-9999",60,0.00,0.00
"B-30R","999-9999",70,0.20,0.60
"B-30R","999-9999",80,4.70,6.70
"B-30R","999-9999",90,16.00,19.00
"B-30R","999-9999",100,32.50,35.50
"B-30R","999-9999",110,28.20,32.20
"B-30R","999-9999",120,9.30,12.30
"B-30R","999-9999",130,1.20,2.20
"B-30R","999-9999",140,0.20,0.40
"B-30R","999-9999",150,0.00,0.10
"B-30R","999-9999",160,0.00,0.00
"B-32CPR","999-9999",10,3.20,0.00
"B-32CPR","999-9999",20,60.00,70.00
"B-32CPR","999-9999",30,0.30,5.00
"B-32CPR","999-9999",40,98.00,106.00
"B-32CPR","999-9999",50,0.00,0.00
"B-32CPR","999-9999",60,0.00,0.00
"B-32CPR","999-9999",70,0.20,0.60
"B-32CPR","999-9999",80,4.70,6.70
"B-32CPR","999-9999",90,16.00,19.00
"B-32CPR","999-9999",100,32.50,35.50
"B-32CPR","999-9999",110,28.20,32.20
"B-32CPR","999-9999",120,9.30,12.30
"B-32CPR","999-9999",130,1.20,2.20
"B-32CPR","999-9999",140,0.20,0.40
"B-32CPR","999-9999",150,0.00,0.10
"B-32CPR","999-9999",160,0.00,0.00
"B-32D","999-9999",10,3.20,0.00
"B-32D","999-9999",20,71.00,77.00
"B-32D","999-9999",30,0.30,5.00
"B-32D","999-9999",40,97.00,100.00
"B-32D","999-9999",50,0.00,0.00
"B-32D","999-9999",60,0.00,0.00
"B-32D","999-9999",70,0.20,0.60
"B-32D","999-9999",80,4.70,6.70
"B-32D","999-9999",90,16.00,19.00
"B-32D","999-9999",100,32.50,35.50
"B-32D","999-9999",110,28.20,32.20
"B-32D","999-9999",120,9.30,12.30
"B-32D","999-9999",130,1.20,2.20
"B-32D","999-9999",140,0.10,0.40
"B-32D","999-9999",150,0.00,0.10
"B-32D","999-9999",160,0.00,0.00
"B-32PWT","999-9999",10,3.20,0.00
"B-32PWT","999-9999",20,61.40,66.60
"B-32PWT","999-9999",30,0.30,5.00
"B-32PWT","999-9999",40,95.00,98.00
"B-32PWT","999-9999",50,0.00,0.00
"B-32PWT","999-9999",60,0.00,0.00
"B-32PWT","999-9999",70,0.20,0.60
"B-32PWT","999-9999",80,4.70,6.70
"B-32PWT","999-9999",90,16.00,19.00
"B-32PWT","999-9999",100,32.50,35.50
"B-32PWT","999-9999",110,28.20,32.20
"B-32PWT","999-9999",120,9.30,12.30
"B-32PWT","999-9999",130,1.20,2.20
"B-32PWT","999-9999",140,0.20,0.40
"B-32PWT","999-9999",150,0.00,0.10
"B-32PWT","999-9999",160,0.00,0.00
"B-32PWTR","999-9999",10,3.20,0.00
"B-32PWTR","999-9999",20,61.40,66.60
"B-32PWTR","999-9999",30,0.30,5.00
"B-32PWTR","999-9999",40,95.00,98.00
"B-32PWTR","999-9999",50,0.00,0.00
"B-32PWTR","999-9999",60,0.00,0.00
"B-32PWTR","999-9999",70,0.20,0.60
"B-32PWTR","999-9999",80,4.70,6.70
"B-32PWTR","999-9999",90,16.00,19.00
"B-32PWTR","999-9999",100,32.50,35.50
"B-32PWTR","999-9999",110,28.20,32.20
"B-32PWTR","999-9999",120,9.30,12.30
"B-32PWTR","999-9999",130,1.20,2.20
"B-32PWTR","999-9999",140,0.20,0.40
"B-32PWTR","999-9999",150,0.00,0.10
"B-32PWTR","999-9999",160,0.00,0.00
"B-35AW","999-9999",10,3.50,0.00
"B-35AW","999-9999",20,70.50,75.50
"B-35AW","999-9999",30,0.30,5.00
"B-35AW","999-9999",40,97.00,100.00
"B-35AW","999-9999",50,0.00,0.00
"B-35AW","999-9999",60,0.00,0.00
"B-35AW","999-9999",70,0.20,0.40
"B-35AW","999-9999",80,4.80,6.80
"B-35AW","999-9999",90,19.50,23.50
"B-35AW","999-9999",100,34.20,37.20
"B-35AW","999-9999",110,26.50,28.60
"B-35AW","999-9999",120,7.00,9.00
"B-35AW","999-9999",130,0.80,1.80
"B-35AW","999-9999",140,0.20,0.40
"B-35AW","999-9999",150,0.00,0.20
"B-35AW","999-9999",160,0.00,0.00
"B-35CK","999-9999",10,3.50,0.00
"B-35CK","999-9999",20,69.00,78.00
"B-35CK","999-9999",30,0.20,4.00
"B-35CK","999-9999",40,96.00,101.00
"B-35CK","999-9999",50,0.00,0.00
"B-35CK","999-9999",60,0.00,0.10
"B-35CK","999-9999",70,0.10,0.40
"B-35CK","999-9999",80,2.70,5.10
"B-35CK","999-9999",90,13.00,16.00
"B-35CK","999-9999",100,27.00,32.00
"B-35CK","999-9999",110,31.50,39.00
"B-35CK","999-9999",120,12.00,17.50
"B-35CK","999-9999",130,2.00,5.50
"B-35CK","999-9999",140,0.20,0.60
"B-35CK","999-9999",150,0.10,0.20
"B-35CK","999-9999",160,62.00,72.00
"B-35CS","999-9999",10,3.50,0.00
"B-35CS","999-9999",20,72.00,82.00
"B-35CS","999-9999",30,1.00,4.00
"B-35CS","999-9999",40,92.00,99.00
"B-35CS","999-9999",50,0.00,0.00
"B-35CS","999-9999",60,0.00,0.00
"B-35CS","999-9999",70,0.20,0.60
"B-35CS","999-9999",80,4.70,6.70
"B-35CS","999-9999",90,16.00,19.00
"B-35CS","999-9999",100,32.50,35.50
"B-35CS","999-9999",110,28.20,32.20
"B-35CS","999-9999",120,9.30,12.30
"B-35CS","999-9999",130,1.20,2.20
"B-35CS","999-9999",140,0.10,0.40
"B-35CS","999-9999",150,0.00,0.10
"B-35CS","999-9999",160,57.00,65.00
"B-35L","999-9999",10,3.50,0.00
"B-35L","999-9999",20,80.00,88.00
"B-35L","999-9999",30,0.30,4.00
"B-35L","999-9999",40,102.00,104.00
"B-35L","999-9999",50,0.00,0.00
"B-35L","999-9999",60,0.00,0.00
"B-35L","999-9999",70,0.20,0.60
"B-35L","999-9999",80,4.70,6.70
"B-35L","999-9999",90,16.00,19.00
"B-35L","999-9999",100,32.50,35.50
"B-35L","999-9999",110,28.20,32.20
"B-35L","999-9999",120,9.30,12.30
"B-35L","999-9999",130,1.20,2.20
"B-35L","999-9999",140,0.10,0.40
"B-35L","999-9999",150,0.00,0.10
"B-35L","999-9999",160,0.00,0.00
"B-40G","999-9999",10,4.00,0.00
"B-40G","999-9999",20,80.00,90.00
"B-40G","999-9999",30,2.00,5.00
"B-40G","999-9999",40,90.00,97.00
"B-40G","999-9999",50,0.00,0.00
"B-40G","999-9999",60,0.00,0.00
"B-40G","999-9999",70,0.20,0.60
"B-40G","999-9999",80,4.70,6.70
"B-40G","999-9999",90,16.00,19.00
"B-40G","999-9999",100,32.50,35.50
"B-40G","999-9999",110,28.20,32.20
"B-40G","999-9999",120,9.30,12.30
"B-40G","999-9999",130,1.20,2.20
"B-40G","999-9999",140,0.10,0.40
"B-40G","999-9999",150,0.00,0.10
"B-40G","999-9999",160,56.00,64.00
"B-45SA","999-9999",10,4.50,0.00
"B-45SA","999-9999",20,75.00,85.00
"B-45SA","999-9999",30,0.30,6.00
"B-45SA","999-9999",40,99.00,104.00
"B-45SA","999-9999",50,0.00,0.00
"B-45SA","999-9999",60,0.00,0.00
"B-45SA","999-9999",70,0.20,0.60
"B-45SA","999-9999",80,4.70,6.70
"B-45SA","999-9999",90,16.00,19.00
"B-45SA","999-9999",100,32.50,35.50
"B-45SA","999-9999",110,28.20,32.20
"B-45SA","999-9999",120,9.30,12.30
"B-45SA","999-9999",130,1.20,2.20
"B-45SA","999-9999",140,0.10,0.40
"B-45SA","999-9999",150,0.00,0.10
"B-45SA","999-9999",160,0.00,0.00
"B-48H","999-9999",10,4.80,0.00
"B-48H","999-9999",20,93.00,103.00
"B-48H","999-9999",30,1.00,6.00
"B-48H","999-9999",40,94.00,102.00
"B-48H","999-9999",50,0.00,0.00
"B-48H","999-9999",60,0.00,0.00
"B-48H","999-9999",70,0.20,0.60
"B-48H","999-9999",80,4.70,6.70
"B-48H","999-9999",90,16.00,19.00
"B-48H","999-9999",100,32.50,35.50
"B-48H","999-9999",110,28.20,32.20
"B-48H","999-9999",120,9.30,12.30
"B-48H","999-9999",130,1.20,2.20
"B-48H","999-9999",140,0.10,0.40
"B-48H","999-9999",150,0.00,0.10
"B-48H","999-9999",160,0.00,0.00
"B-48S","999-9999",10,4.80,0.00
"B-48S","999-9999",20,90.00,105.00
"B-48S","999-9999",30,0.00,15.00
"B-48S","999-9999",40,100.00,110.00
"B-48S","999-9999",50,0.00,0.00
"B-48S","999-9999",60,0.00,0.00
"B-48S","999-9999",70,0.20,0.60
"B-48S","999-9999",80,4.70,6.70
"B-48S","999-9999",90,16.00,19.00
"B-48S","999-9999",100,32.50,35.50
"B-48S","999-9999",110,28.20,32.20
"B-48S","999-9999",120,9.30,12.30
"B-48S","999-9999",130,1.20,2.20
"B-48S","999-9999",140,0.10,0.40
"B-48S","999-9999",150,0.00,0.10
"B-48S","999-9999",160,58.00,68.00
"B-48SA","999-9999",10,4.80,0.00
"B-48SA","999-9999",20,77.00,84.00
"B-48SA","999-9999",30,0.30,6.00
"B-48SA","999-9999",40,95.00,105.00
"B-48SA","999-9999",50,0.00,0.00
"B-48SA","999-9999",60,0.00,0.00
"B-48SA","999-9999",70,0.20,0.60
"B-48SA","999-9999",80,4.70,6.70
"B-48SA","999-9999",90,16.00,19.00
"B-48SA","999-9999",100,32.50,35.50
"B-48SA","999-9999",110,28.20,32.20
"B-48SA","999-9999",120,9.30,12.30
"B-48SA","999-9999",130,1.20,2.20
"B-48SA","999-9999",140,0.10,0.40
"B-48SA","999-9999",150,0.00,0.10
"B-48SA","999-9999",160,59.00,67.00
"B-48SAカイ2","999-9999",10,4.80,0.00
"B-48SAカイ2","999-9999",20,90.00,105.00
"B-48SAカイ2","999-9999",30,0.40,6.00
"B-48SAカイ2","999-9999",40,100.00,110.00
"B-48SAカイ2","999-9999",50,0.00,0.00
"B-48SAカイ2","999-9999",60,0.00,0.00
"B-48SAカイ2","999-9999",70,0.20,0.60
"B-48SAカイ2","999-9999",80,4.70,6.70
"B-48SAカイ2","999-9999",90,16.00,19.00
"B-48SAカイ2","999-9999",100,32.50,35.50
"B-48SAカイ2","999-9999",110,28.20,32.20
"B-48SAカイ2","999-9999",120,9.30,12.30
"B-48SAカイ2","999-9999",130,1.20,2.20
"B-48SAカイ2","999-9999",140,0.10,0.40
"B-48SAカイ2","999-9999",150,0.00,0.10
"B-48SAカイ2","999-9999",160,58.00,68.00
"B-50PT","999-9999",10,5.00,0.00
"B-50PT","999-9999",20,81.50,88.50
"B-50PT","999-9999",30,0.30,5.00
"B-50PT","999-9999",40,100.00,104.00
"B-50PT","999-9999",50,0.00,0.00
"B-50PT","999-9999",60,0.00,0.00
"B-50PT","999-9999",70,0.20,0.60
"B-50PT","999-9999",80,4.70,6.70
"B-50PT","999-9999",90,16.00,19.00
"B-50PT","999-9999",100,32.50,35.50
"B-50PT","999-9999",110,28.20,32.20
"B-50PT","999-9999",120,9.30,12.30
"B-50PT","999-9999",130,1.20,2.20
"B-50PT","999-9999",140,0.20,0.40
"B-50PT","999-9999",150,0.00,0.10
"B-50PT","999-9999",160,0.00,0.00
"B-50SA","999-9999",10,5.00,0.00
"B-50SA","999-9999",20,80.00,90.00
"B-50SA","999-9999",30,0.30,6.00
"B-50SA","999-9999",40,98.00,103.00
"B-50SA","999-9999",50,0.00,0.00
"B-50SA","999-9999",60,0.00,0.00
"B-50SA","999-9999",70,0.20,0.60
"B-50SA","999-9999",80,4.70,6.70
"B-50SA","999-9999",90,16.00,19.00
"B-50SA","999-9999",100,32.50,35.50
"B-50SA","999-9999",110,28.20,32.20
"B-50SA","999-9999",120,9.30,12.30
"B-50SA","999-9999",130,1.20,2.20
"B-50SA","999-9999",140,0.10,0.40
"B-50SA","999-9999",150,0.00,0.10
"B-50SA","999-9999",160,58.00,68.00
"B7-26E","999-9999",10,2.60,0.00
"B7-26E","999-9999",20,65.00,85.00
"B7-26E","999-9999",30,1.00,6.00
"B7-26E","999-9999",40,88.00,100.00
"B7-26E","999-9999",50,0.00,0.00
"B7-26E","999-9999",60,0.00,0.00
"B7-26E","999-9999",70,0.00,0.00
"B7-26E","999-9999",80,0.00,0.20
"B7-26E","999-9999",90,0.10,1.50
"B7-26E","999-9999",100,3.50,8.00
"B7-26E","999-9999",110,35.00,40.00
"B7-26E","999-9999",120,44.00,49.00
"B7-26E","999-9999",130,7.50,12.00
"B7-26E","999-9999",140,0.70,2.00
"B7-26E","999-9999",150,0.00,0.50
"B7-26E","999-9999",160,0.00,0.00
"B7-48HWB","999-9999",10,4.80,0.00
"B7-48HWB","999-9999",20,80.00,95.00
"B7-48HWB","999-9999",30,0.60,5.00
"B7-48HWB","999-9999",40,90.00,100.00
"B7-48HWB","999-9999",50,0.00,0.00
"B7-48HWB","999-9999",60,0.00,0.10
"B7-48HWB","999-9999",70,0.10,0.30
"B7-48HWB","999-9999",80,0.30,0.60
"B7-48HWB","999-9999",90,1.20,2.50
"B7-48HWB","999-9999",100,6.00,10.00
"B7-48HWB","999-9999",110,26.00,36.00
"B7-48HWB","999-9999",120,37.00,49.00
"B7-48HWB","999-9999",130,9.00,15.00
"B7-48HWB","999-9999",140,0.30,2.50
"B7-48HWB","999-9999",150,0.00,0.50
"B7-48HWB","999-9999",160,90.00,94.00
"BD-16D","999-9999",10,1.60,0.00
"BD-16D","999-9999",20,48.00,58.00
"BD-16D","999-9999",30,0.30,10.00
"BD-16D","999-9999",40,98.00,104.00
"BD-16D","999-9999",50,0.00,0.00
"BD-16D","999-9999",60,0.00,0.00
"BD-16D","999-9999",70,0.50,1.10
"BD-16D","999-9999",80,5.00,12.00
"BD-16D","999-9999",90,20.80,24.80
"BD-16D","999-9999",100,30.90,34.90
"BD-16D","999-9999",110,23.80,27.80
"BD-16D","999-9999",120,6.90,8.90
"BD-16D","999-9999",130,1.00,1.60
"BD-16D","999-9999",140,0.10,0.30
"BD-16D","999-9999",150,0.00,0.10
"BD-16D","999-9999",160,0.00,0.00
"BD-18J","999-9999",10,1.80,0.00
"BD-18J","999-9999",20,60.00,70.00
"BD-18J","999-9999",30,2.00,6.00
"BD-18J","999-9999",40,95.00,105.00
"BD-18J","999-9999",50,0.00,0.00
"BD-18J","999-9999",60,0.00,0.00
"BD-18J","999-9999",70,0.50,1.00
"BD-18J","999-9999",80,4.50,7.50
"BD-18J","999-9999",90,19.00,23.00
"BD-18J","999-9999",100,34.00,38.50
"BD-18J","999-9999",110,26.50,29.50
"BD-18J","999-9999",120,4.50,7.50
"BD-18J","999-9999",130,0.50,1.00
"BD-18J","999-9999",140,0.00,0.20
"BD-18J","999-9999",150,0.00,0.10
"BD-18J","999-9999",160,0.00,0.00
"BD-18U","999-9999",10,1.80,0.00
"BD-18U","999-9999",20,40.00,56.00
"BD-18U","999-9999",30,0.30,6.00
"BD-18U","999-9999",40,110.00,120.00
"BD-18U","999-9999",50,0.00,0.00
"BD-18U","999-9999",60,0.00,0.30
"BD-18U","999-9999",70,0.50,1.50
"BD-18U","999-9999",80,6.50,12.00
"BD-18U","999-9999",90,21.00,26.00
"BD-18U","999-9999",100,30.00,35.00
"BD-18U","999-9999",110,23.00,29.00
"BD-18U","999-9999",120,5.00,8.50
"BD-18U","999-9999",130,0.30,1.50
"BD-18U","999-9999",140,0.00,0.30
"BD-18U","999-9999",150,0.00,0.10
"BD-18U","999-9999",160,48.00,62.00
"BD-18U5","999-9999",10,1.80,0.00
"BD-18U5","999-9999",20,30.00,36.00
"BD-18U5","999-9999",30,0.50,2.00
"BD-18U5","999-9999",40,115.00,119.00
"BD-18U5","999-9999",50,0.00,0.00
"BD-18U5","999-9999",60,0.00,0.00
"BD-18U5","999-9999",70,0.50,1.00
"BD-18U5","999-9999",80,7.50,10.50
"BD-18U5","999-9999",90,20.00,24.00
"BD-18U5","999-9999",100,30.00,34.50
"BD-18U5","999-9999",110,24.50,27.50
"BD-18U5","999-9999",120,6.50,9.50
"BD-18U5","999-9999",130,1.20,2.20
"BD-18U5","999-9999",140,0.10,0.30
"BD-18U5","999-9999",150,0.00,0.10
