"JuchuuNO","JuchuuDenpyouNO","JuchuuKyotenCD","JuchuuKyotenNM","JuchuuYMD","Nouki","ShukkaKyotenCD","ShukkaBashoCD","JuchuuKBN","HaisouCD","ChikuCD","NouSCD","NouSSNM","UserHinban","UserHinmei","ItemCD","ItemNM","JuchuuSuu","NisugataCD","UriKeitaiKBN","Tekiyou1","TankaUnitCD"
1324151,685273,"410","野間（営）",2026/04/16,2026/04/27,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","RL7-48HW","コーテッド　ＲＬ７－４８ＨＷ","11-RL7-48HW","コーテッド　ＲＬ７－４８ＨＷ",3000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324152,685273,"410","野間（営）",2026/04/16,2026/04/27,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","Y-2","コーテッド　Ｙ－２","11-Y-2","コーテッド　Ｙ－２",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324154,685275,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","ARB-13X","コーテッド　ＡＲＢ－１３Ｘ","11-ARB-13X","コーテッド　ＡＲＢ－１３Ｘ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324158,685277,"410","野間（営）",2026/04/16,2026/04/30,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","B-22W","コーテッド　Ｂ－２２Ｗ","11-B-22CW","コーテッド　Ｂ－２２ＣＷ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324159,685277,"410","野間（営）",2026/04/16,2026/04/30,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","BT-30C","コーテッド　ＢＴ－３０Ｃ","11-BT-30C","コーテッド　ＢＴ－３０Ｃ",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324160,685277,"410","野間（営）",2026/04/16,2026/04/30,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","FB-22NU","コーテッド　ＦＢ－２２ＮＵ","11-FB-22NU","コーテッド　ＦＢ－２２ＮＵ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324161,685277,"410","野間（営）",2026/04/16,2026/04/30,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","FD-20K","コーテッド　ＦＤ－２０Ｋ","11-F-20D","コーテッド　Ｆ－２０Ｄ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324162,685277,"410","野間（営）",2026/04/16,2026/04/30,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","MT-1","コーテッド　ＭＴ－１","11-RA-28CJK","コーテッド　ＲＡ－２８ＣＪ改",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324163,685277,"410","野間（営）",2026/04/16,2026/04/30,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","RL7-48CS","コーテッド　ＲＬ７－４８ＣＳ","11-RL7-48CS","コーテッド　ＲＬ７－４８ＣＳ",4000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324164,685277,"410","野間（営）",2026/04/16,2026/04/30,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","RL7-48HW","コーテッド　ＲＬ７－４８ＨＷ","11-RL7-48HW","コーテッド　ＲＬ７－４８ＨＷ",4000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324165,685277,"410","野間（営）",2026/04/16,2026/04/30,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","T62-25C","コーテッド　Ｔ６２－２５Ｃ","11-T62-25C","コーテッド　Ｔ６２－２５Ｃ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324166,685277,"410","野間（営）",2026/04/16,2026/04/30,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","Y-2","コーテッド　Ｙ－２","11-Y-2","コーテッド　Ｙ－２",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324167,685278,"410","野間（営）",2026/04/16,2026/05/06,"310","310-RCS01","1","1.持込","410-00","410-02652","（株）ＳＲサービス　－　（南部製作所）","SKY-1","コーテッド　ＳＫＹ－１","11-SKY-1","コーテッド　ＳＫＹ－１",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324170,685280,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-00","410-03349","クロタ精工（株）","B-14U8","コーテッド　Ｂ－１４Ｕ８","11-B-14U8","コーテッド　Ｂ－１４Ｕ８",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324171,685280,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-00","410-03349","クロタ精工（株）","KT-26","コーテッド　ＫＴ－２６","11-KT-26","コーテッド　ＫＴ－２６",4000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324172,685280,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-00","410-03349","クロタ精工（株）","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",4000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324173,685280,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-00","410-03349","クロタ精工（株）","KRS-25","コーテッド　ＫＲＳ－２５","11-KRS-25","コーテッド　ＫＲＳ－２５",2500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324174,685281,"310","野間（事）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","590-00","590-00590","製鋼事業所（営業）","Y-TD2F","コーテッド　Ｙ－ＴＤ２Ｆ","11-Y-TD2F","コーテッド　Ｙ－ＴＤ２Ｆ",6000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324175,685281,"310","野間（事）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","590-00","590-00590","製鋼事業所（営業）","Y-TF2","コーテッド　Ｙ－ＴＦ２","11-Y-TF2","コーテッド　Ｙ－ＴＦ２",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324176,685282,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-02","410-03974","クロタ精工（株）安城工場","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324177,685282,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-02","410-03974","クロタ精工（株）安城工場","RS-25TT","コーテッド　ＲＳ－２５ＴＴ","11-RS-25TT","コーテッド　ＲＳ－２５ＴＴ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324178,685283,"310","野間（事）",2026/04/16,2026/04/17,"310","310-RCS01","1","4.引取","590-00","590-00590","製鋼事業所（営業）","TT-Y","コーテッド　ＴＴ－Ｙ","11-TT-Y","コーテッド　ＴＴ－Ｙ",8000,"ﾌﾚｺﾝ(500Kg)","","13:00迄に納品","Kg"
1324179,685284,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-02","410-04402","榊原工業（株）　豊田工場","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324180,685284,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-02","410-04402","榊原工業（株）　豊田工場","RS-28T4","コーテッド　ＲＳ－２８Ｔ４","11-RS-28T4","コーテッド　ＲＳ－２８Ｔ４",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324191,685290,"410","野間（営）",2026/04/16,2026/04/16,"310","310-RCS15","1","1.持込","410-02","410-04374","アイシン高丘（株）　吉良","TC-22","コーテッド　ＴＣ－２２","11-TC-22","コーテッド　ＴＣ－２２",1400,"ﾌﾚｺﾝ(700㎏)","","","Kg"
1324192,685291,"410","野間（営）",2026/04/16,2026/04/16,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","SK-25K","コーテッド　ＳＫ－２５改","11-SK-25K","コーテッド　ＳＫ－２５改",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324193,685291,"410","野間（営）",2026/04/16,2026/04/16,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","SKY-1","コーテッド　ＳＫＹ－１","11-SKY-1","コーテッド　ＳＫＹ－１",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324194,685291,"410","野間（営）",2026/04/16,2026/04/16,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","Y-3","コーテッド　Ｙ－３","11-Y-3","コーテッド　Ｙ－３",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324195,685291,"410","野間（営）",2026/04/16,2026/04/16,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","YS-1NK","コーテッド　ＹＳ－１ＮＫ","11-YS-1NK","コーテッド　ＹＳ－１ＮＫ",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324197,685293,"410","野間（営）",2026/04/16,2026/04/16,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","BT-48SA","コーテッド　ＢＴ－４８ＳＡ","11-BT-48SA","コーテッド　ＢＴ－４８ＳＡ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324198,685293,"410","野間（営）",2026/04/16,2026/04/16,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","SB-23","コーテッド　ＳＢ－２３","11-SB-23","コーテッド　ＳＢ－２３",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324199,685293,"410","野間（営）",2026/04/16,2026/04/16,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","SK-25K","コーテッド　ＳＫ－２５改","11-SK-25K","コーテッド　ＳＫ－２５改",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324200,685294,"410","野間（営）",2026/04/16,2026/04/16,"310","310-RCS15","1","1.持込","410-02","410-04374","アイシン高丘（株）　吉良","TC-24K1","コーテッド　ＴＣ－２４改１","11-TC-24K1","コーテッド　ＴＣ－２４改１",700,"ﾌﾚｺﾝ(700㎏)","","","Kg"
1324201,685295,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","SK-25K","コーテッド　ＳＫ－２５改","11-SK-25K","コーテッド　ＳＫ－２５改",3000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324202,685295,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","SKY-1","コーテッド　ＳＫＹ－１","11-SKY-1","コーテッド　ＳＫＹ－１",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324203,685295,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","TT-20M","コーテッド　ＴＴ－２０Ｍ","11-SB-23","コーテッド　ＳＢ－２３",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324204,685295,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","Y-3","コーテッド　Ｙ－３","11-Y-3","コーテッド　Ｙ－３",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324205,685295,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","YS-1NK","コーテッド　ＹＳ－１ＮＫ","11-YS-1NK","コーテッド　ＹＳ－１ＮＫ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324209,685297,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","BT-48SA","コーテッド　ＢＴ－４８ＳＡ","11-BT-48SA","コーテッド　ＢＴ－４８ＳＡ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324210,685298,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","BW-23P","コーテッド　ＢＷ－２３Ｐ","11-BW-23P","コーテッド　ＢＷ－２３Ｐ",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324211,685298,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","TT-32STD","コーテッド　ＴＴ－３２ＳＴＤ","11-TT-32STD","コーテッド　ＴＴ－３２ＳＴＤ",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324212,685299,"310","野間（事）",2026/04/16,2026/04/21,"310","310-RCS01","1","4.引取","415-00","415-03406","寿運送（有）","B-22CW","コーテッド　Ｂ－２２ＣＷ","11-B-22CW","コーテッド　Ｂ－２２ＣＷ",13000,"ﾌﾚｺﾝ(500Kg)","","14:00 荻生運輸","Kg"
1324213,685300,"310","野間（事）",2026/04/16,2026/04/22,"310","310-RCS01","1","4.引取","415-00","415-03406","寿運送（有）","B-22CW","コーテッド　Ｂ－２２ＣＷ","11-B-22CW","コーテッド　Ｂ－２２ＣＷ",13000,"ﾌﾚｺﾝ(500Kg)","","14:00 荻生運輸","Kg"
1324215,685302,"310","野間（事）",2026/04/16,2026/04/23,"310","310-RCS01","1","4.引取","415-00","415-03406","寿運送（有）","B-22CW","コーテッド　Ｂ－２２ＣＷ","11-B-22CW","コーテッド　Ｂ－２２ＣＷ",13000,"ﾌﾚｺﾝ(500Kg)","","14:00 荻生運輸","Kg"
1324217,685304,"310","野間（事）",2026/04/16,2026/04/24,"310","310-RCS01","1","4.引取","415-00","415-03406","寿運送（有）","B-22CW","コーテッド　Ｂ－２２ＣＷ","11-B-22CW","コーテッド　Ｂ－２２ＣＷ",13000,"ﾌﾚｺﾝ(500Kg)","","8:00 寿運送","Kg"
1324218,685305,"310","野間（事）",2026/04/16,2026/04/24,"310","310-RCS01","1","4.引取","415-00","415-03406","寿運送（有）","B-22CW","コーテッド　Ｂ－２２ＣＷ","11-B-22CW","コーテッド　Ｂ－２２ＣＷ",13000,"ﾌﾚｺﾝ(500Kg)","","14:00 荻生運輸","Kg"
1324220,685307,"310","野間（事）",2026/04/16,2026/04/27,"310","310-RCS01","1","4.引取","415-00","415-03406","寿運送（有）","B-22CW","コーテッド　Ｂ－２２ＣＷ","11-B-22CW","コーテッド　Ｂ－２２ＣＷ",13000,"ﾌﾚｺﾝ(500Kg)","","14:00 荻生運輸","Kg"
1324222,685309,"310","野間（事）",2026/04/16,2026/04/28,"310","310-RCS01","1","4.引取","415-00","415-03406","寿運送（有）","B-22CW","コーテッド　Ｂ－２２ＣＷ","11-B-22CW","コーテッド　Ｂ－２２ＣＷ",13000,"ﾌﾚｺﾝ(500Kg)","","8:00 寿運送","Kg"
1324224,685311,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-02","410-04373","アイシン高丘（株）　本社","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324225,685312,"310","野間（事）",2026/04/16,2026/05/07,"310","310-RCS01","1","4.引取","415-00","415-03406","寿運送（有）","B-22CW","コーテッド　Ｂ－２２ＣＷ","11-B-22CW","コーテッド　Ｂ－２２ＣＷ",13000,"ﾌﾚｺﾝ(500Kg)","","14:00 荻生運輸","Kg"
1324226,685313,"310","野間（事）",2026/04/16,2026/05/08,"310","310-RCS01","1","4.引取","415-00","415-03406","寿運送（有）","B-22CW","コーテッド　Ｂ－２２ＣＷ","11-B-22CW","コーテッド　Ｂ－２２ＣＷ",12500,"ﾌﾚｺﾝ(500Kg)","","8:00 寿運送","Kg"
1324227,685314,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-02","410-04403","クロタ精工（株）　豊田工場","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324228,685314,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-02","410-04403","クロタ精工（株）　豊田工場","RS-25TT","コーテッド　ＲＳ－２５ＴＴ","11-RS-25TT","コーテッド　ＲＳ－２５ＴＴ",4000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324229,685315,"310","野間（事）",2026/04/16,2026/05/08,"310","310-RCS01","1","4.引取","415-00","415-03406","寿運送（有）","B-22CW","コーテッド　Ｂ－２２ＣＷ","11-B-22CW","コーテッド　Ｂ－２２ＣＷ",13000,"ﾌﾚｺﾝ(500Kg)","","14:00 荻生運輸","Kg"
1324230,685313,"310","野間（事）",2026/04/16,2026/05/08,"310","310-RCS01","1","4.引取","415-00","415-03406","寿運送（有）","B-20DNT","コーテッド　Ｂ－２０ＤＮＴ","11-B-20DNT","コーテッド　Ｂ－２０ＤＮＴ",500,"ﾌﾚｺﾝ(500Kg)","","8:00 寿運送","Kg"
1324252,685325,"410","野間（営）",2026/04/16,2026/04/21,"310","310-RCS01","1","1.持込","410-02","410-06839","榊原工業（株）　坂田工場","SK-26","コーテッド　ＳＫ－２６","11-SK-26","コーテッド　ＳＫ－２６",2500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324264,685330,"410","野間（営）",2026/04/16,2026/04/20,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","BMG-26D","コーテッド　ＢＭＧ－２６Ｄ","11-B-30D","コーテッド　Ｂ－３０Ｄ",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324265,685330,"410","野間（営）",2026/04/16,2026/04/20,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","GT-27","コーテッド　ＧＴ－２７","11-GT-27","コーテッド　ＧＴ－２７",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324266,685330,"410","野間（営）",2026/04/16,2026/04/20,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","TH-08","コーテッド　ＴＨ－０８","11-TH-08","コーテッド　ＴＨ－０８",1000,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324268,685332,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-01","410-07175","（有）山本製作所","BP-16D","コーテッド　ＢＰ－１６Ｄ","11-BP-16D","コーテッド　ＢＰ－１６Ｄ",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324269,685332,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-01","410-07175","（有）山本製作所","TT-32PT","コーテッド　ＴＴ－３２ＰＴ","11-TT-32PT","コーテッド　ＴＴ－３２ＰＴ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324270,685333,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-00","410-02653","（株）ＳＲサービス　－　本社工場","BT-48SA","コーテッド　ＢＴ－４８ＳＡ","11-BT-48SA","コーテッド　ＢＴ－４８ＳＡ",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324280,685338,"310","野間（事）",2026/04/16,2026/04/23,"310","310-RCS03","1","1.持込","480-00","480-00480","長野支店","F-20","コーテッド　Ｆ－２０","11-F-20","コーテッド　Ｆ－２０",1000,"紙袋","","シェルテクニカルサービス積み合わせ","Kg"
1324281,685339,"415","北陸(営)",2026/04/16,2026/04/28,"310","310-RCS01","1","1.持込","415-00","415-07653","スギヤマトレードサポート（株）","FA-25S5","コーテッド　ＦＡ－２５Ｓ５","11-FA-25S5","コーテッド　ＦＡ－２５Ｓ５",7000,"ﾌﾚｺﾝ(500Kg)","","高岡市波岡55倉庫入れ","Kg"
1324282,685339,"415","北陸(営)",2026/04/16,2026/04/28,"310","310-RCS01","1","1.持込","415-00","415-07653","スギヤマトレードサポート（株）","FA-18U8","コーテッド　ＦＡ－１８Ｕ８","11-FA-18U8","コーテッド　ＦＡ－１８Ｕ８",2000,"ﾌﾚｺﾝ(500Kg)","","高岡市波岡55倉庫入れ","Kg"
1324283,685340,"410","野間（営）",2026/04/16,2026/04/20,"310","310-RCS01","1","1.持込","410-07","410-06672","（有）水野製作所","B-22W","コーテッド　Ｂ－２２Ｗ","11-B-22CW","コーテッド　Ｂ－２２ＣＷ",4000,"ﾌﾚｺﾝ(500Kg)","","袋回収 朝一","Kg"
