"JuchuuNO","JuchuuDenpyouNO","JuchuuKyotenCD","JuchuuKyotenNM","JuchuuYMD","Nouki","ShukkaKyotenCD","ShukkaBashoCD","JuchuuKBN","HaisouCD","ChikuCD","NouSCD","NouSSNM","UserHinban","UserHinmei","ItemCD","ItemNM","JuchuuSuu","NisugataCD","UriKeitaiKBN","Tekiyou1","TankaUnitCD"
1323780,685086,"310","野間（事）",2026/04/15,2026/04/24,"310","310-RCS03","1","4.引取","433-00","433-09401","（株）ヨドコウ　大阪工場　物品倉庫","35-62K4","コーテッド　３５－６２Ｋ４","11-35-62K4","コーテッド　３５－６２Ｋ４",1000,"ﾏﾃﾗﾝ紙袋","","","Kg"
1323785,685091,"410","野間（営）",2026/04/15,2026/04/16,"310","310-RCS01","1","1.持込","410-00","410-03349","クロタ精工（株）","KT-26","コーテッド　ＫＴ－２６","11-KT-26","コーテッド　ＫＴ－２６",5000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323786,685091,"410","野間（営）",2026/04/15,2026/04/16,"310","310-RCS01","1","1.持込","410-00","410-03349","クロタ精工（株）","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",4000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323787,685091,"410","野間（営）",2026/04/15,2026/04/16,"310","310-RCS01","1","1.持込","410-00","410-03349","クロタ精工（株）","KRS-25","コーテッド　ＫＲＳ－２５","11-KRS-25","コーテッド　ＫＲＳ－２５",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323790,685094,"410","野間（営）",2026/04/15,2026/04/16,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","F-20DR","コーテッド　Ｆ－２０ＤＲ","11-F-20DR","コーテッド　Ｆ－２０ＤＲ",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1323791,685094,"410","野間（営）",2026/04/15,2026/04/16,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","GT-27","コーテッド　ＧＴ－２７","11-GT-27","コーテッド　ＧＴ－２７",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1323796,685099,"480","長野支店",2026/04/15,2026/04/18,"310","310-RCS01","1","1.持込","480-00","480-07217","エス・アイ・シー","N8-25U","コーテッド　Ｎ８－２５Ｕ","11-N8-25U","コーテッド　Ｎ８－２５Ｕ",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323797,685099,"480","長野支店",2026/04/15,2026/04/18,"310","310-RCS01","1","1.持込","480-00","480-07217","エス・アイ・シー","BW-28C","コーテッド　ＢＷ－２８Ｃ","11-BW-30C","コーテッド　ＢＷ－３０Ｃ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323799,685101,"480","長野支店",2026/04/15,2026/04/25,"310","310-RCS01","1","1.持込","480-00","480-07217","エス・アイ・シー","N8-25U","コーテッド　Ｎ８－２５Ｕ","11-N8-25U","コーテッド　Ｎ８－２５Ｕ",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323800,685101,"480","長野支店",2026/04/15,2026/04/25,"310","310-RCS01","1","1.持込","480-00","480-07217","エス・アイ・シー","T-28CU","コーテッド　Ｔ－２８ＣＵ","11-T-28CU","コーテッド　Ｔ－２８ＣＵ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323801,685101,"480","長野支店",2026/04/15,2026/04/25,"310","310-RCS01","1","1.持込","480-00","480-07217","エス・アイ・シー","BH-25C","コーテッド　ＢＨ－２５Ｃ","11-BH-25C","コーテッド　ＢＨ－２５Ｃ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323803,685103,"410","野間（営）",2026/04/15,2026/04/16,"310","310-RCS01","1","1.持込","410-02","410-04373","アイシン高丘（株）　本社","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",3500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323810,685109,"480","長野支店",2026/04/15,2026/05/09,"310","310-RCS01","1","1.持込","480-00","480-07217","エス・アイ・シー","N8-25U","コーテッド　Ｎ８－２５Ｕ","11-N8-25U","コーテッド　Ｎ８－２５Ｕ",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323811,685109,"480","長野支店",2026/04/15,2026/05/09,"310","310-RCS01","1","1.持込","480-00","480-07217","エス・アイ・シー","T-28CU","コーテッド　Ｔ－２８ＣＵ","11-T-28CU","コーテッド　Ｔ－２８ＣＵ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323812,685109,"480","長野支店",2026/04/15,2026/05/09,"310","310-RCS01","1","1.持込","480-00","480-07217","エス・アイ・シー","N8-22UK","コーテッド　Ｎ８－２２ＵＫ","11-N8-22UK","コーテッド　Ｎ８－２２ＵＫ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323814,685111,"410","野間（営）",2026/04/15,2026/04/16,"310","310-RCS01","1","1.持込","410-02","410-04403","クロタ精工（株）　豊田工場","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323815,685111,"410","野間（営）",2026/04/15,2026/04/16,"310","310-RCS01","1","1.持込","410-02","410-04403","クロタ精工（株）　豊田工場","RS-25TT","コーテッド　ＲＳ－２５ＴＴ","11-RS-25TT","コーテッド　ＲＳ－２５ＴＴ",4000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323816,685112,"410","野間（営）",2026/04/15,2026/04/16,"310","310-RCS01","1","1.持込","410-02","410-04403","クロタ精工（株）　豊田工場","RS-25TT","コーテッド　ＲＳ－２５ＴＴ","11-RS-25TT","コーテッド　ＲＳ－２５ＴＴ",4000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323817,685113,"410","野間（営）",2026/04/15,2026/04/16,"310","310-RCS01","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","ARB-13X","コーテッド　ＡＲＢ－１３Ｘ","11-ARB-13X","コーテッド　ＡＲＢ－１３Ｘ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323834,685124,"410","野間（営）",2026/04/15,2026/04/16,"310","310-RCS01","1","1.持込","410-01","410-07175","（有）山本製作所","BP-16D","コーテッド　ＢＰ－１６Ｄ","11-BP-16D","コーテッド　ＢＰ－１６Ｄ",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323835,685124,"410","野間（営）",2026/04/15,2026/04/16,"310","310-RCS01","1","1.持込","410-01","410-07175","（有）山本製作所","TT-32PT","コーテッド　ＴＴ－３２ＰＴ","11-TT-32PT","コーテッド　ＴＴ－３２ＰＴ",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323848,685128,"480","長野支店",2026/04/15,2026/05/01,"310","310-RCS01","1","1.持込","480-00","480-05060","（株）キッツ　茅野工場","GR7-20C","コーテッド　ＧＲ７－２０Ｃ","11-GR7-20C","コーテッド　ＧＲ７－２０Ｃ",9000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323857,685131,"410","野間（営）",2026/04/15,2026/04/16,"310","310-RCS01","1","1.持込","410-00","410-02653","（株）ＳＲサービス　－　本社工場","BT-48SA","コーテッド　ＢＴ－４８ＳＡ","11-BT-48SA","コーテッド　ＢＴ－４８ＳＡ",2500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323891,685153,"415","北陸(営)",2026/04/15,2026/04/28,"310","310-RCS01","1","4.引取","415-00","415-03896","（株）リケンＣＫＪＶ","B-29AW","コーテッド　Ｂ－２９ＡＷ","11-B-29AW","コーテッド　Ｂ－２９ＡＷ",2500,"ﾌﾚｺﾝ(500Kg)","","5/7納入","Kg"
1323892,685153,"415","北陸(営)",2026/04/15,2026/04/28,"310","310-RCS01","1","4.引取","415-00","415-03896","（株）リケンＣＫＪＶ","FB-27AW","コーテッド　ＦＢ－２７ＡＷ","11-FB-27AW","コーテッド　ＦＢ－２７ＡＷ",3500,"ﾌﾚｺﾝ(500Kg)","","5/7納入","Kg"
1323893,685153,"415","北陸(営)",2026/04/15,2026/04/28,"310","310-RCS01","1","4.引取","415-00","415-03896","（株）リケンＣＫＪＶ","BG-1","コーテッド　ＢＧ－１","11-BG-1","コーテッド　ＢＧ－１",7000,"ﾌﾚｺﾝ(500Kg)","","5/7納入","Kg"
1323962,685191,"410","野間（営）",2026/04/15,2026/04/27,"310","310-RCS01","1","1.持込","410-02","410-02158","石川シェル","Y-2","コーテッド　Ｙ－２","11-Y-2","コーテッド　Ｙ－２",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323963,685191,"410","野間（営）",2026/04/15,2026/04/27,"310","310-RCS01","1","1.持込","410-02","410-02158","石川シェル","RA-35PT","コーテッド　ＲＡ－３５ＰＴ","11-TT-32PT","コーテッド　ＴＴ－３２ＰＴ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323964,685191,"410","野間（営）",2026/04/15,2026/04/27,"310","310-RCS01","1","1.持込","410-02","410-02158","石川シェル","BL7-42A","コーテッド　ＢＬ７－４２Ａ","11-BLG-45SU","コーテッド　ＢＬＧ－４５ＳＵ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323980,685199,"480","長野支店",2026/04/15,2026/04/18,"310","310-RCS01","1","1.持込","480-00","480-03938","東京シェルサービス（株）信州工場","BW-28C","コーテッド　ＢＷ－２８Ｃ","11-BW-30C","コーテッド　ＢＷ－３０Ｃ",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323981,685199,"480","長野支店",2026/04/15,2026/04/18,"310","310-RCS01","1","1.持込","480-00","480-03938","東京シェルサービス（株）信州工場","A-23A","コーテッド　Ａ－２３Ａ","11-A-23A","コーテッド　Ａ－２３Ａ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323982,685199,"480","長野支店",2026/04/15,2026/04/18,"310","310-RCS01","1","1.持込","480-00","480-03938","東京シェルサービス（株）信州工場","N8-25U","コーテッド　Ｎ８－２５Ｕ","11-N8-25U","コーテッド　Ｎ８－２５Ｕ",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323983,685199,"480","長野支店",2026/04/15,2026/04/18,"310","310-RCS01","1","1.持込","480-00","480-03938","東京シェルサービス（株）信州工場","F-16N8","コーテッド　Ｆ－１６Ｎ８","11-F-16N8","コーテッド　Ｆ－１６Ｎ８",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323985,685201,"480","長野支店",2026/04/15,2026/04/25,"310","310-RCS01","1","1.持込","480-00","480-03938","東京シェルサービス（株）信州工場","BW-28C","コーテッド　ＢＷ－２８Ｃ","11-BW-30C","コーテッド　ＢＷ－３０Ｃ",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323986,685201,"480","長野支店",2026/04/15,2026/04/25,"310","310-RCS01","1","1.持込","480-00","480-03938","東京シェルサービス（株）信州工場","A-23A","コーテッド　Ａ－２３Ａ","11-A-23A","コーテッド　Ａ－２３Ａ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323987,685201,"480","長野支店",2026/04/15,2026/04/25,"310","310-RCS01","1","1.持込","480-00","480-03938","東京シェルサービス（株）信州工場","N8-25U","コーテッド　Ｎ８－２５Ｕ","11-N8-25U","コーテッド　Ｎ８－２５Ｕ",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323988,685201,"480","長野支店",2026/04/15,2026/04/25,"310","310-RCS01","1","1.持込","480-00","480-03938","東京シェルサービス（株）信州工場","D-22W4","コーテッド　Ｄ－２２Ｗ４","11-D-22W4","コーテッド　Ｄ－２２Ｗ４",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323989,685202,"480","長野支店",2026/04/15,2026/05/09,"310","310-RCS01","1","1.持込","480-00","480-03938","東京シェルサービス（株）信州工場","BW-28C","コーテッド　ＢＷ－２８Ｃ","11-BW-30C","コーテッド　ＢＷ－３０Ｃ",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323990,685202,"480","長野支店",2026/04/15,2026/05/09,"310","310-RCS01","1","1.持込","480-00","480-03938","東京シェルサービス（株）信州工場","A-23A","コーテッド　Ａ－２３Ａ","11-A-23A","コーテッド　Ａ－２３Ａ",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323991,685202,"480","長野支店",2026/04/15,2026/05/09,"310","310-RCS01","1","1.持込","480-00","480-03938","東京シェルサービス（株）信州工場","N8-25U","コーテッド　Ｎ８－２５Ｕ","11-N8-25U","コーテッド　Ｎ８－２５Ｕ",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323992,685202,"480","長野支店",2026/04/15,2026/05/09,"310","310-RCS01","1","1.持込","480-00","480-03938","東京シェルサービス（株）信州工場","D-22W4","コーテッド　Ｄ－２２Ｗ４","11-D-22W4","コーテッド　Ｄ－２２Ｗ４",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323995,685205,"410","野間（営）",2026/04/15,2026/04/16,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","TT-20M","コーテッド　ＴＴ－２０Ｍ","11-SB-23","コーテッド　ＳＢ－２３",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323996,685205,"410","野間（営）",2026/04/15,2026/04/16,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","Y-3","コーテッド　Ｙ－３","11-Y-3","コーテッド　Ｙ－３",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323997,685206,"410","野間（営）",2026/04/15,2026/04/16,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","B-30D","コーテッド　Ｂ－３０Ｄ","11-B-30D","コーテッド　Ｂ－３０Ｄ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323998,685206,"410","野間（営）",2026/04/15,2026/04/16,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","BT-48SA","コーテッド　ＢＴ－４８ＳＡ","11-BT-48SA","コーテッド　ＢＴ－４８ＳＡ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323999,685206,"410","野間（営）",2026/04/15,2026/04/16,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","SB-23","コーテッド　ＳＢ－２３","11-SB-23","コーテッド　ＳＢ－２３",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324000,685206,"410","野間（営）",2026/04/15,2026/04/16,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","SK-25K","コーテッド　ＳＫ－２５改","11-SK-25K","コーテッド　ＳＫ－２５改",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324003,685208,"410","野間（営）",2026/04/15,2026/04/17,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","F-20DR","コーテッド　Ｆ－２０ＤＲ","11-F-20DR","コーテッド　Ｆ－２０ＤＲ",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324004,685208,"410","野間（営）",2026/04/15,2026/04/17,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","PE-23JU","コーテッド　ＰＥ－２３ＪＵ","11-PE-23JU","コーテッド　ＰＥ－２３ＪＵ",1000,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324005,685208,"410","野間（営）",2026/04/15,2026/04/17,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","TH-08","コーテッド　ＴＨ－０８","11-TH-08","コーテッド　ＴＨ－０８",1000,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324022,685215,"415","北陸(営)",2026/04/15,2026/05/07,"310","310-RCS01","1","1.持込","415-00","415-06416","（有）本保鋳材","BE-40SS","コーテッド　ＢＥ－４０ＳＳ","11-B-40G","コーテッド　Ｂ－４０Ｇ",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324023,685215,"415","北陸(営)",2026/04/15,2026/05/07,"310","310-RCS01","1","1.持込","415-00","415-06416","（有）本保鋳材","SY-1","コーテッド　ＳＹ－１","11-SY-1","コーテッド　ＳＹ－１",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324024,685215,"415","北陸(営)",2026/04/15,2026/05/07,"310","310-RCS01","1","1.持込","415-00","415-06416","（有）本保鋳材","RA-35PT","コーテッド　ＲＡ－３５ＰＴ","11-RA-35PT","コーテッド　ＲＡ－３５ＰＴ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324031,685215,"415","北陸(営)",2026/04/15,2026/05/07,"310","310-RCS01","1","1.持込","415-00","415-06416","（有）本保鋳材","RA-35PT","コーテッド　ＲＡ－３５ＰＴ","11-TT-32PT","コーテッド　ＴＴ－３２ＰＴ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324032,685215,"415","北陸(営)",2026/04/15,2026/05/07,"310","310-RCS03","1","1.持込","415-00","415-06416","（有）本保鋳材","FA-25U","コーテッド　ＦＡ－２５Ｕ","11-FA-25U","コーテッド　ＦＡ－２５Ｕ",1000,"紙袋","","","Kg"
1324033,685215,"415","北陸(営)",2026/04/15,2026/05/07,"310","310-RCS03","1","1.持込","415-00","415-06416","（有）本保鋳材","N-30P","コーテッド　Ｎ－３０Ｐ","11-N-30P","コーテッド　Ｎ－３０Ｐ",1000,"紙袋","","","Kg"
1324045,685225,"415","北陸(営)",2026/04/15,2026/04/23,"310","310-RCS01","1","1.持込","415-00","415-07146","（株）山祐キャスト","SY-1","コーテッド　ＳＹ－１","11-SY-1","コーテッド　ＳＹ－１",5000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324046,685225,"415","北陸(営)",2026/04/15,2026/04/23,"310","310-RCS01","1","1.持込","415-00","415-07146","（株）山祐キャスト","B-35CS","コーテッド　Ｂ－３５ＣＳ","11-B-35CS","コーテッド　Ｂ－３５ＣＳ",4000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324047,685226,"415","北陸(営)",2026/04/15,2026/04/30,"310","310-RCS01","1","1.持込","415-00","415-07146","（株）山祐キャスト","B-23J","コーテッド　Ｂ－２３Ｊ","11-B-23J","コーテッド　Ｂ－２３Ｊ",6000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324075,685243,"410","野間（営）",2026/04/15,2026/05/07,"310","310-SAI","1","1.持込","410-03","410-05519","日研工業（株）","SAI-6","再生６号","05-SAI-6","再生６号",9000,"ﾌﾚｺﾝ(1ﾄﾝ)","","","Kg"
1324080,685248,"410","野間（営）",2026/04/16,2026/04/16,"310","310-RCS01","1","1.持込","410-02","410-04373","アイシン高丘（株）　本社","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324081,685249,"410","野間（営）",2026/04/16,2026/04/16,"310","310-RCS01","1","1.持込","410-02","410-04403","クロタ精工（株）　豊田工場","RS-25TT","コーテッド　ＲＳ－２５ＴＴ","11-RS-25TT","コーテッド　ＲＳ－２５ＴＴ",6000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324085,685253,"410","野間（営）",2026/04/16,2026/04/20,"310","310-RCS01","1","1.持込","410-02","410-05502","（株）ニシオシェル","SB7-40AW","コーテッド　ＳＢ７－４０ＡＷ","11-SB7-40AW","コーテッド　ＳＢ７－４０ＡＷ",2500,"ﾌﾚｺﾝ(500Kg)","","朝一　ｼｪﾙｶﾞﾗ引取り","Kg"
1324086,685253,"410","野間（営）",2026/04/16,2026/04/20,"310","310-RCS01","1","1.持込","410-02","410-05502","（株）ニシオシェル","Y-3","コーテッド　Ｙ－３","11-Y-3","コーテッド　Ｙ－３",2500,"ﾌﾚｺﾝ(500Kg)","","朝一　ｼｪﾙｶﾞﾗ引取り","Kg"
1324101,685257,"410","野間（営）",2026/04/16,2026/04/21,"310","310-RCS01","1","1.持込","410-03","410-02004","愛知機械工業（株）","G-13N6K","コーテッド　Ｇ－１３Ｎ６改","11-G-13N6K","コーテッド　Ｇ－１３Ｎ６改",4000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324102,685257,"410","野間（営）",2026/04/16,2026/04/21,"310","310-RCS01","1","1.持込","410-03","410-02004","愛知機械工業（株）","D-15NU","コーテッド　Ｄ－１５ＮＵ","11-D-15NU","コーテッド　Ｄ－１５ＮＵ",3000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324104,685258,"410","野間（営）",2026/04/16,2026/04/22,"310","310-RCS01","1","1.持込","410-03","410-02004","愛知機械工業（株）","G-13N6K","コーテッド　Ｇ－１３Ｎ６改","11-G-13N6K","コーテッド　Ｇ－１３Ｎ６改",5000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324105,685258,"410","野間（営）",2026/04/16,2026/04/22,"310","310-RCS01","1","1.持込","410-03","410-02004","愛知機械工業（株）","D-15NU","コーテッド　Ｄ－１５ＮＵ","11-D-15NU","コーテッド　Ｄ－１５ＮＵ",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324109,685260,"410","野間（営）",2026/04/16,2026/04/23,"310","310-RCS01","1","1.持込","410-03","410-02004","愛知機械工業（株）","G-13N6K","コーテッド　Ｇ－１３Ｎ６改","11-G-13N6K","コーテッド　Ｇ－１３Ｎ６改",4000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324110,685260,"410","野間（営）",2026/04/16,2026/04/23,"310","310-RCS01","1","1.持込","410-03","410-02004","愛知機械工業（株）","D-15NU","コーテッド　Ｄ－１５ＮＵ","11-D-15NU","コーテッド　Ｄ－１５ＮＵ",3000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324112,685262,"410","野間（営）",2026/04/16,2026/04/20,"310","310-RCS01","1","1.持込","410-02","410-03096","黒龍産業（株）西尾コールド工場","EF-1","コーテッド　ＥＦ－１","11-EF-1","コーテッド　ＥＦ－１",1000,"ﾌﾚｺﾝ(500Kg)","","朝一","Kg"
1324113,685262,"410","野間（営）",2026/04/16,2026/04/20,"310","310-RCS01","1","1.持込","410-02","410-03096","黒龍産業（株）西尾コールド工場","RV-3BN","コーテッド　ＲＶ－３ＢＮ","11-RV-3BN","コーテッド　ＲＶ－３ＢＮ",500,"ﾌﾚｺﾝ(500Kg)","","朝一","Kg"
1324132,685215,"415","北陸(営)",2026/04/15,2026/05/07,"310","310-RCS01","1","1.持込","415-00","415-06416","（有）本保鋳材","RA-35ST","コーテッド　ＲＡ－３５ＰＴ","11-TT-32PT","コーテッド　ＴＴ－３２ＰＴ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324134,685268,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-00","410-02649","（株）ＳＲサービス","B-30D","コーテッド　Ｂ－３０Ｄ","11-B-30D","コーテッド　Ｂ－３０Ｄ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324135,685269,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-02","410-07342","（株）ＳＲサービス","RA-32C","コーテッド　ＲＡ－３２Ｃ","11-RA-32C","コーテッド　ＲＡ－３２Ｃ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324136,685270,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","MT-1","コーテッド　ＭＴ－１","11-RA-28CJK","コーテッド　ＲＡ－２８ＣＪ改",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324137,685270,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","RL7-48CS","コーテッド　ＲＬ７－４８ＣＳ","11-RL7-48CS","コーテッド　ＲＬ７－４８ＣＳ",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324138,685270,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","RL7-48HW","コーテッド　ＲＬ７－４８ＨＷ","11-RL7-48HW","コーテッド　ＲＬ７－４８ＨＷ",2500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324139,685270,"410","野間（営）",2026/04/16,2026/04/17,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","Y-2","コーテッド　Ｙ－２","11-Y-2","コーテッド　Ｙ－２",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324140,685074,"480","長野支店",2026/04/15,2026/05/15,"310","310-RCS01","1","1.持込","480-00","480-06402","（株）ホクシン","BLG-45SU","コーテッド　ＢＬＧ－４５ＳＵ","11-BLG-45SU","コーテッド　ＢＬＧ－４５ＳＵ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324141,685271,"410","野間（営）",2026/04/16,2026/04/22,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","BT-30C","コーテッド　ＢＴ－３０Ｃ","11-BT-30C","コーテッド　ＢＴ－３０Ｃ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324142,685271,"410","野間（営）",2026/04/16,2026/04/22,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","FB-22NU","コーテッド　ＦＢ－２２ＮＵ","11-FB-22NU","コーテッド　ＦＢ－２２ＮＵ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324143,685271,"410","野間（営）",2026/04/16,2026/04/22,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","MT-1","コーテッド　ＭＴ－１","11-RA-28CJK","コーテッド　ＲＡ－２８ＣＪ改",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324144,685271,"410","野間（営）",2026/04/16,2026/04/22,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","RL7-48CS","コーテッド　ＲＬ７－４８ＣＳ","11-RL7-48CS","コーテッド　ＲＬ７－４８ＣＳ",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324145,685271,"410","野間（営）",2026/04/16,2026/04/22,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","RL7-48HW","コーテッド　ＲＬ７－４８ＨＷ","11-RL7-48HW","コーテッド　ＲＬ７－４８ＨＷ",2500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324146,685271,"410","野間（営）",2026/04/16,2026/04/22,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","Y-2","コーテッド　Ｙ－２","11-Y-2","コーテッド　Ｙ－２",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324148,685273,"410","野間（営）",2026/04/16,2026/04/27,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","BT-30C","コーテッド　ＢＴ－３０Ｃ","11-BT-30C","コーテッド　ＢＴ－３０Ｃ",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324149,685273,"410","野間（営）",2026/04/16,2026/04/27,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","MT-1","コーテッド　ＭＴ－１","11-RA-28CJK","コーテッド　ＲＡ－２８ＣＪ改",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324150,685273,"410","野間（営）",2026/04/16,2026/04/27,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","RL7-48CS","コーテッド　ＲＬ７－４８ＣＳ","11-RL7-48CS","コーテッド　ＲＬ７－４８ＣＳ",3000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
